1660,04,08,10,12,21,35,01,05
1659,01,10,18,26,27,40,06,05
1658,11,25,29,34,39,40,10,08
1657,03,17,29,32,36,40,24,09
1656,03,05,06,07,33,37,20,09
1655,03,06,07,13,36,40,35,06
1654,01,07,09,31,35,37,20,09
1653,07,09,16,24,26,39,22,01
1652,13,14,18,23,29,31,02,01
1651,01,02,05,09,12,36,22,06
1650,02,03,08,09,28,36,18,10
1649,09,17,19,20,32,38,07,04
1648,01,06,14,16,20,31,19,02
1647,09,10,11,12,28,30,16,08
1646,02,03,07,26,31,37,04,05
1645,01,03,04,09,15,33,38,06
1644,04,05,11,23,26,34,32,02
1643,10,11,16,19,24,36,18,3
1642,1,19,25,30,32,36,23,9
1641,12,16,17,25,38,39,7,6
1640,1,9,16,26,33,36,22,2
1639,1,2,11,26,28,34,8,9
1638,2,14,15,24,27,29,39,8
1637,2,13,23,26,27,32,22,3
1636,20,23,30,32,35,39,38,10
1635,1,2,9,11,26,36,21,10
1634,2,19,20,22,25,33,34,8
1633,4,9,15,28,35,38,37,9
1632,4,9,10,24,37,38,36,8
1631,2,11,24,28,29,37,27,4
1630,10,17,23,27,28,33,40,6
1629,1,5,23,32,38,40,18,2
1628,9,11,12,22,32,36,20,9
1627,2,3,4,5,13,36,1,5
1626,1,7,14,25,35,38,27,9
1625,1,11,18,21,22,38,27,10
1624,25,27,33,34,37,39,18,4
1623,6,14,19,30,34,36,12,3
1622,6,10,14,24,28,35,30,7
1621,3,5,28,29,32,36,20,1
1620,11,15,17,23,30,35,29,10
1619,4,6,25,35,39,40,23,5
1618,2,3,16,17,38,39,31,2
1617,2,13,18,25,31,35,15,8
1616,6,8,9,10,17,19,37,4
1615,1,14,22,27,34,36,5,3
1614,3,7,13,20,30,34,19,3
1613,8,13,14,21,25,31,6,4
1612,1,2,11,31,32,38,27,5
1611,9,13,22,29,32,40,16,5
1610,8,16,23,30,37,38,28,6
1609,4,13,16,25,26,27,1,1
1608,6,8,11,16,21,34,12,9
1607,17,19,22,28,35,36,11,6
1606,3,6,9,25,26,28,31,4
1605,1,5,13,26,30,32,27,5
1604,2,12,22,24,26,31,8,5
1603,10,12,21,24,29,40,19,1
1602,14,19,24,33,35,36,27,9
